"id","text"
802,"I have a shorter torso and so i usually love dresses that hit right at my waist- so this dress seemed perfect! 
i ordered a size 2 petite, which fit very well. the regular two (in picture) was not as well made. the straps didn't fit as well. they were less of an ""x"" and way more fabric. petite fit great. i think this dress is really fun but not very mature. i returned it because it didn't feel adult enough for the event."
803,"Just picked this up in black in the store. on the hanger it looks like just another v-neck tank, but it is quite flattering on. however, the v-neck is quite exaggerated and loose, i will be pinning it so it doesn't sag open. :)"
804,"I love jeans!!! especially this pair. perfect fit, hugs in all the right places. perfect length! worn it 3x already! and it gets better every time you wear it. goes great with a cute too!"
805,"This dress is made of a very thick material both on the top and bottom, making it very flattering. lots of compliments!"
806,"This is a nice lightweight summer top to wear with a pair of shorts. it is low cut though - lower than i expected so i wear a tank underneath it. the layers are flattering."
807,"This shirt was so weird?it does not fit like the photo at all. there seems to be missing a stitch or something at the top as it is wide open until the bottom/where it meets the other layer. i could wear a tank/camisole underneath, but it still just did not fit right. i do not have a large chest, but this was ridiculous. beyond that, the red color was just okay. even though i purchased this on sale, it was not worth the price and i returned."
808,"I saw this dress and immediately started daydreaming about wearing it while honeymooning in italy along the amalfi coast or the cinque terre with my husband. and then i tried this dress on and immediately woke up. the cut is a disaster, the quality is terrible, and the dress just plain didn't work. the strips of elastic were sewn unevenly, giving the appearance that there was one large breast and one non-existent breast. the neckline was so long that it had to have the elastic run over the outsi"
809,"This blouse is pretty sheer, but perfect for a summer day. good coverage in the front and under arms on the sides for limited bra exposure, and a very cute opening in on the lower back."
810,"Right out of the bag, this top didn't really match the one pictured here (it is the right top, though). the fabric was heavy and felt ""damp"" -- the way something feels coming out of the wash. very odd.
and the fit is nothing like what's shown on the model. the ""v"" is not fitted or nicely wrapped (or even tacked in place) -- it was just two loose, droopy pieces so most of my bra was showing no matter how many times i put the pieces back where they belonged (i'm neither ""flat chested"" nor ""busty"""
811,"I love this dress! perfect for both work and play and can be worn in all seasons thanks to the sleeves."
812,"This skirt caught my eye immediately. i love the beautiful patterns and colors. i'm currently pairing it with a charcoal grey top, which works well. the only slight concern is the material is a little poofy. i still love it, and definitely recommend this standout piece."
813,"I was surprised and impressed by how well made this top is. it looks and feels expensive and of good quality. it is a very flattering fit for someone like me who is small on top and wider at the hips area. i look forward to wearing this top all through the fall/winter/holiday seasons!"
814,"So cute and so adorable but too short for my body in size small. i'm going to try a size medium.
fabric is a nice weight cotton. lining is good, sleeves are a not too tight."
815,"It really is such a cute romper. took it on s trip to italy and it was airy and comfortable. that is in till i washed it. i'm in europe so there aren't dryers... washed it in cold water, line-dried it and it shrunk. significantly. it still fits but the top doesn't blouse over like it previously did. and the shorts feel really short. so disappointed. my advice would be to hand wash it in very cold water"
816,"Beautiful, flattering dress. love that you can where a bra without having to be concerned about straps showing. very happy with purchase. highly recommend."
817,"I'm so excited about this dress! it's perfect for the summer. the material is so soft and lightweight, with a great lining. i ordered a small petite and it fits great! the ruching in the front isn't overdone, so you don't have to worry about adding bulk in the midsection. no problem with my bra (32dd) showing in the back either."
818,""
819,"I was really happy when i saw this romper online and ordered it right away. unfortunately being larger chested i thought i would size up to a medium. bad choice. now i have a beautiful romper that is too big for me. i will be getting this one tailored."
820,"This romper is cute, well-made and true to size, but i haven't figured it out how to put this on without having someone tie the back ties. which pretty much means that going to the bathroom is not an option while you have this romper on. not sure what the designers were thinking here. i'm returning this one."
821,"This is a beautiful sweater, but if came up weirdly high on me in back, higher than it looks on the model. she must have on high waisted pants."
822,"Super long even at 5'7"" and a little too voluminous for my taste. incredibly comfortable and beautiful pattern though. i'm having a hard time imagining there getting much use for me, so even at the sale price they're going back."
823,"I was so excited to order this dress, had the perfect red shoes to go with it. unfortunately i could have been nine months pregnant and still wear the small. i am 5'4/118lb and it was like a maternity dress. sad to send it back."
824,"These are the most comfortable pants i own. i bought them in the gold, green, and gray (which really does look more like a grayish purple). the gold is my favorite - it goes with so many things! i was just checking to see if there were any other colors - would love them in black and a burgundy. i'm about 125 lbs,, 5 foot 7, and the 28 is a perfect fit. the saleswoman warned that they would stretch out, but i haven't found that to be a real problem."
825,"Glad i got this on sale. it is more yellow than the photo & short. it is also heavy with a sueded interior. would have given more stars if it was less boxy & longer."
826,"Love these pants! super comfortable, but feel high quality. i am usually a size 2 and the xs fits perfectly."
827,"130 lb, 5'5, 32dd. ordered xs. this dress is a bit outside my normal retailer style, but i love tracy reese designs and it had good reviews so i decided to give it a try. i could not be more pleased with this decision. as some of the other reviewers have said, the dress is very well made. the lining in particular is excellent- it is a soft mesh that prevents the dress from clinging, without adding bulk in the hot summer weather. i typically wear more structured dresses, but the lining on this dres"
828,"As most other reviewers stated, the skirt does run a bit large and long. however, it is nothing a tailor can't fix! i plan on getting it taken in to fit higher up on my waist to make it both smaller and hit closer to below my knees rather than mid-calf. the elegance of the skirt can be dressed up or down depending on what top/shoes you pair it with. it feels well made and the coloring is much better in person than in the picture!"
829,"I really wanted to like this dress and was so disappointed when it came in the mail. if you have any sort of hips, the light pattern in the middle doesn't do you any favors. this made my hips look soooo wide! and the seaming and gathering in the middle was just off. if it was one continuous piece of fabric it might look better. with the seam, the pattern was cut up and looked pieced together. that just drew too much attention to my stomach and hips. it had to go back."
830,"The first reviewer summed up many of my thoughts exactly. i don't like to go without a bra and this dress with its slightly wider, almost cap-sleeve straps solves my problem perfectly. i love this neckline and wish i'd see it in more maxi dresses! the crossover and cutouts in the back mimic the lines of a traditional indian sari blouse and skirt, again without sacrificing bra coverage. just a beautiful and inspired design - definitely a standout in the sea of summer maxi dresses i've seen. i lov"
831,"I love the bohemian look and fell in love when i saw this dress when i saw it online. it's pricey but i am holding on to it because it's really beautiful. i got a medium. i'm 5'2"", medium built. it's just perfect. i'm tempted to get the petite but with petite, the top gets to be too short so i think i'll stick with regular size. my family loved it! the quality and detail in the dress is just gorgeous! you can easily dress this up or down."
832,"I am almost always an xs in bottoms (sz 0-2) but literally couldn't get the stretchy waistband (no zip or fastening) in xs up my hips. in addition, the ""brocade"" is a very lightweight polyestery, tinselly weave--does not suggest quality. as others have noted, it also runs short; i'm 5'3'' and this was a little below knee length on me, not ankle-length. i've had luck with retailer's sale section in the past, including some items that didn't always start off with the best reviews, but have no regret"
833,"This dress is extremely comfortable and easy to wear with a bra. the back is great and the length is perfect for me. it's flattering, but the pattern (being light in color across the middle) isn't particularly flattering on your waist. that being said though, the gathering in front is great for hiding bumps and whatnot (after 3 kids that's important to me). lightweight and great for summer. 5'8"", 135lbs and the size s fit perfectly."
834,"I love this top! fits true to size. tunic length, thin comfy fabric, adorable subtle print. the perfect top!"
835,"This is my first ever review! these pants are 5-star fantastic. ordering additional colors because i love these so much and am finding i want to wear them every day. i initially ordered the bronze color which is superb, just beautiful. i was worried it might be too bright to wear to work, or be a different hue in real life, but they look just like the picture. to my happy surprise they dress up easily. it's a really rich color that i have been able to pull off at work with long sweaters and boot"
836,""
837,"I feel like an indian goddess in this dress! lots of swing to it!"
838,"I loved this dress the minute i tried it on and am actually really sad that i had to return it. however, the embroidery was unraveling in several places before i'd even worn it, so i thought it would probably only get worse. too bad because it's gorgeous and flattering!"
839,"This romper originally caught my eye in the beginning of the summer with the sweet back bow detail. i had originally planned to purchase for a trip to paris in june, but waited until the last minute and my size wasn't immediately available at my local store. i had honestly forgotten about the romper until i noticed it recently in the sale section ... at that price i couldn't pass it up. again it wasn't available in my size at the store location, but they were able to ship it w/in a few days. i p"
840,"Love the unique details and neutral color scheme. top is boxy but i liked the way it looked on my 5'2"" 115 lb. frame. it's comfortable and well made. thicker material.  seems to be holding up fine after one washing.  looks great with skinny jeans.  highly recommend!"
841,"Lovely assemblage of prints, looks great in motion. but the waistband runs a touch large. if you're between sizes, maybe size down."
842,"The little details are just beautiful. the embroidery and tassels are so cute. loose fitting just floats over the body. feels very light."
843,"I really loved this top the minute i put it on. read the other reviews but it really worked for me. i am 5'3"", 36dd, athletic build and the m fit perfectly with a nice roomy fit. top will be perfect for my upcoming trip to tahoe. plan to wear with light denim, dark denim, and black cropped denim bottoms. even looks great with a culottes or denim skirt. the weight is really nice and it washed nicely. i washed on delicate, and laid flat to dry. a little pressing and good as new. it has a nice boze"
844,"If you happen to get a size that fits you, you will love these leggings. they are true to size when the quality control works. i got 2 pair, both in size 28 - one fits perfectly and the other fits like my mothers high waisted jeans! the material is very soft and comfortable. also, not sure who named these colors, but the grey is really light purple and the dark grey is dark purple."
845,"Flattering dress that looks great on. the back cut out shows some skin while still covering up a bra. the petite size fits true to size"
846,"I've been wanting to add some cords to my wardrobe and had to give these a try. i ordered the blue color on-line in size 31. i'm somewhat in-between size 30 and 31 in jeans right now, so i thought i'd be on the safe side and go up. i ended up keeping these and i'm happy with my purchase, although i do feel like the cut of the leggings is a bit off for me. i am a proportional hour-glass shape and i found these leggings to be quite snug in the thigh, while being oversized in the waist.
in the end,"
847,"I really wanted the dark grey, but it has been sold out in my size for many months. i finally ended up with the navy. i think they are much cuter in person, the color nicer also. i think the cuffs have been folded under in some of the pictures of the models making the shape look just a tad odd. i got my usual size, and the fit was perfect. they stretch just enough. i would get the second pair in a heartbeat."
848,"Loved this dress and ordered it based on glowing reviews. ordered size large because i weigh 155 pounds and have a large 34g bust. the dress skimmed nicely over my body but the baby doll style fit loosely and made me look really wide from the side. i probably could have sized down for a better fit, but it might have just emphasized my bust. the fabric has a substantial weight and it's lined. best as a fall, winter dress. the embroidery is beautiful. i disliked the intense black color around my f"
849,"I ordered a petite small. i'm 5'3, 135 lbs and 34b and the length was perfect and the fit was great. like the previous reviews. love you can wear a bra with it."
850,"I love this dress so much! i got petite and the length was perfect. it was so soft and so pretty. perfect for a wedding."
851,"Soft, comfy, flattering, just a beautiful dress. it works for any occasion. i can't express how much i love it!"
852,"I'm a 32ddd and this top fit perfect. i wore it with boyfriend jeans and flats. the material is nice and perfect for fall"
853,"The romper is well made and just plain cute. i bought it the second i saw it and don't regret my impulse buy one bit. 135 5'5"" and the small fit perfectly."
854,"I have been searching for great bra friendly maxis and the design and colors of this one are exactly what i was looking for. i love how the front and back dip down and the open back with crossover detail is really sleek looking.  overall, it's tts, but the chest is a little low cut, so some will want to size up for extra coverage.  the fabric is a silky jersey made of mostly rayon (95%) and spandex (5%) with a mesh nylon/spandex lining from the top through where the cream color ends at the botto"
855,"Ordered a l and xl, the sleeves were so tight on both sizes but the rest of the shirt was wide and loose. the tight sleeves were not proportional with the rest of the shirt. both sizes had to be returned."
856,"I'd give this dress 6 stars if i could, it's possibly the best dress i've bought at retailer in 12 years of shopping there.  the fit is fantastic with the ruching around the waist adding camouflage  for anyone with a bit of a tummy. the cross back stamps hide a bra effortlessly (even those wide supportive bra straps that larger cupped women need to wear), the mature rial is soft and silky to the touch, the fit is true to size, the pattern is bohemian and elegant -- not hippy dippy at all. i'm 5'6"""
857,"Hahaha! as gorgeous as this piece is, i look absolutely ridiculous in it. i am 5'7'' 115 lbs but have a long torso and so the crotch area is, well, a little unflattering to say the least:) i am really sad because i shy away from shorts due to my year round pale skin, but this fabric and color worked really well for me. the length of the shorts is also nice and the back is beautiful! i've never had a romper and i was truly hoping this one would be the one for me. it is all round perfect...if you"
858,"This dress had beautiful details, and the material was better than i expected; however, it was huge! it completed swallowed me. i am 5'1 about 106 pounds with quite a bit of muscle. i ordered a 00p and it still looked like a sack."
859,"I wanted to love this, as it seemed like a fun and carefree take on a little black dress.

but how did i not see that this has tassels? but they're there, a whole row of them - look hear the bottom of the skirt part, between the colorful stripes and the lacy area. that's a deal breaker for me - i really can't stand the way these look, and they're not the sort of thing you can easily remove.

the fabric, though nice quality, has no stretch at all. i wasn't expecting stretch, but i'd just say"
860,"This might be one of my new go to tops. looks cute with jeans and a sweater or alone. the arms are snug but not uncomfortable and i think it adds to the shirt."
861,"I needed a dress to go to a reunion party(not hs) and this fit the bill perfectly. it fits perfectly and its short but not too short. it is a great work dress or change your accessories and its  perfect for out to dinner."
862,"These are really great legging style cords. you can wear them without worrying about covering your bum in my opinion! they are not too bulky at all which you might expect in a corduroy pant. they are a tad loose in the waist area unfortunately but fit me well in the thighs, so i don't think sizing down would work for me. i bought the bronze, and it's a very versatile color! darker than the picture, but still a good color. i feel it will be perfect for fall and spring especially. i'll wear it all"
863,"These cords are soft, comfy and my normal size 32 for tts. the length was fine for my 5'9 height. i really like the bronze color, it is almost a yellow."
864,"I really like this pullover. the design is beautiful, and i love the asymmetrical hem. my own complaint is that the fit is a bit boxy on me because i'm large-chested. it's more drapey than tailored. but it's not overwhelming and doesn't cancel out how much i like it overall."
865,"The flow and feel of the material is really nice, however, i think it runs large. i ordered a small, and i have exchanged it for an xs, which i am hoping fits a bit better. i wanted the pants to be a bit more fitted around the hips and flow from there."
866,"This cute dress is swingy and chock full of fun little details.  love the embroidery, colors, crochet lace, tassels, wide sleeves.  don't like that it's all polyester and some embroidery is unraveling so i don't know what to do about that.  size down if your petite or slender.  i'm a med-large (135# 36c 38-27-35) and medium fit great at the bodice/shoulders.  hem hits my knees in regular size."
867,"I can't get enough of maxi dresses and i can't resist tracy reese. this stunning dress caught my eye immediately, but i was worried that the back cut out at the waist would make my backside look flatter. i'm so glad i took the plunge to buy before it sold out. this dress fits perfectly, it's flattering to my figure, the print is beautiful, the fabric and drape do not cling to my figure flaws and i'm just so happy! for sizing reference here are my stats: 5'3"" 140# 36dd and i purchased the medium"
868,"True to size. length is perfect for 5'8""-5'9"". soft fabric. not too low cut in the front, but not all covered up either. ruching is subtle and does not add bulk. skirt portion skims curves, neither clinging to them nor poufing out from them. strap design is perfect, covers bra while revealing a touch of skin. comfortable and effortless to wear, very very pretty."
869,"This dress is so pretty. i loved the details on it. the material was ok. would have prefered a softer material so the bottom part of the dress would have been more flattering. unfortunately, it did not fit me right. i'm 5-2"",34c, 28, 37 and the 4p fit ok. it hit just above my knees so the length was fine. what i did not like was that it was a little too loose around my waist making me look pregnant so unfortunately i had to send it back. i'm so sad cause this is a really pretty dress. you can dr"
870,"I'm keeping this top bc it was on sale but it does look a little maternity! i wore with super skinny white jeans and 3"" casual heel. i'm short so i needed a little more height to slim me but if your tall and and slender this might work better for you?"
871,"I feel like an indian princess in this dress! it isn't very forgiving, make sure you don't mind showing some skin - but there's some subtle rouching right at the spot where most of us wish we could hide at all times. great colors; boyfriend loves it."
872,"Absolutely love this dress. i saw it online and didn't give it much thought and then saw it in the store and it was amazing. the photos really do not do it justice. the embroarding detail at the bottom is beyond beautiful in person. i agree that if you don't want skin showing you will need a black bra or black cami to over the delegate lace down the front and back of the dress. got this for fall/winter in fl and cannot wait to wear it, perfect holiday party dress!"
873,"This dress is my personal introduction to talented indian designer, ranna gill. i just love this gorgeous, free- spirited dress! i bought the regular medium for my 5'1"", 34f, size 8 figure. it works very well. i will want to wear a black cami, as i'm not comfortable with some cleavage showing (maybe 3/4"") and the open lines of lacy, small holes down the front and back. you might not mind showing more skin though and not need a cami. the top is not very see-through, and the skirt is lined. the re"
874,"I agree with the previous reviewer that the length is not at all what is shown in the picture. much shorter than that. and while the overall detail of the skirt is very nice, the elastic waistband makes it look cheap considering the price..."
875,"This dress is great, and looks even prettier in person, the colors are more vibrant. the ruching is very forgiving for the belly and the length is perfect. most maxi's are too long on me, but i ordered a ps and it fit perfect. my only complaint is that it is very low cut, which i was unaware of standing up, but when i sat down at a dinner party, well, let's just say i gave everyone a show :(. recommend wearing a cami or something underneath."
876,"I love this shirt. i'm 5' 4"", 110lbs, just had 3rd baby so not into tight fighting clothes at the moment. love the loose yet flattering fit of this shirt. the sleeves are not too tight on me and i love the length."
877,"I ordered these pants after seeing the good reviews, but i don't agree. these are going back. i ordered a small. i'm 5'5"" and 135 pounds. i am usually between a small and a medium in pants, but the small in these pants is huge. i could definitely fit into an xs. but i also don't think they are very flattering and don't like the feel of the fabric. it's too bad. i love the idea of these."
878,"This dress is so pretty- the colors are vibrant, beautiful pattern, the ruched part in the center hides the tummy!!! the neck line was too low for me, so had to wear a red cami underneath which hid the skin showing parts in the back around the waist. so instead of skin color, it was now red- even more prettier! no body could tell!! got so many compliments!!!"
879,"I was pleasantly surprised when this arrived. it hangs in a flattering way and the red has a nice soft hue. i couldn't believe what a great deal i got while on sale."
880,"These crops are very well proportioned and fun. the graphic pattern is spot on trend and the unusual silhouette can spice up your pants options.

i am a fan of cartonnier and these particular pants were surprisingly generously cut in comparison to most of the styles i have. i usually need to order cropped pants in tall, but these worked with the regular inseam."
881,"The linen- cotton blend breathes so well for a hot summer day! the design on the waistline is super cute and yes they are a little long in the leg but that can be a plus+ for vertically challenged girls like me. wedges and platforms are perfect to show off the soft drape of the pant legs. now that they're on sale, i'm snatching up other colors, like white and light khaki- already have the seersucker blue pair!"
882,"I wore this dress to a party once and haven't been able to find an outfit that can top it!"
883,"Cute and very soft, but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear."
884,"I love these pants! comfortable, light and can be dressed up for work and down for the weekend. the color is a little more saturated in person, but can't really complain about that too much!"
885,"I loved this top, however had to return as it does run small. by the time it arrived they were sold out in the larger size. like the quality of cloth and stone, however their products do run a size small."
886,"As a lazy one, i have to confess i barely leave any reviews even though i rely on the reviews from others to make my online order decision. yes! i owe a big ""thank you"" to anyone who wrote a helpful and honest reviews here :) and thank you!! now it is my time to pay back to the community. this pair of jeans are just perfect - perfect design, perfect fit and perfect material, soft, cozy and hip with a good spirit.. i don't want to take it off once i put on! i am 108 pounds and 5' 3"" ordered size"
887,"I am just over 5'8""and i found that these pants hit me in a weird spot on my torso, almost creating a muffin top that i don't normally have. in addition, they were too short on me to give the chic and modern look of cropped ankle pants. on my frame, they fit more like capris from the late 1990s. both the construction and execution of the pants are otherwise fantastic."
888,"Adorable and amazing quality. true to size. i ordered a 6 and fit perfect."
889,"Love these pants. super light and great color. they are a bit long though"
890,"Very nice top. flattering and goes with everything. i bought the medium in the green but would have needed the large in the white as the white was a little see through and showed more of my flaws. i agree with the other reviewer in that this top has good button placement."
891,"This is a gorgeous top. very well made with a classy design. it fits true to size from the lower chest up. however, at about the mid-belly range, the shirt widens out and basically allows a 5 month twin pregnancy to comfortably fit in. size xs. i was so sad. for the price, i can't justify taking it for alterations. it would have been the perfect top."
892,"I purchased this and another eva franco dress during retailer's recent 20% off sale. i was looking for dresses that were work appropriate, but that would also transition well to happy hour or date night. they both seemed to be just what i was looking for. i ordered a 4 regular and a 6 regular, as i am usually in between sizes. the 4 was definitely too small. the 6 fit, technically, but was very ill fitting. not only is the dress itself short, but it is very short-waisted. i am only 5'3"", but it fe"
893,"This shirt has such a fun twist on an otherwise basic jean shirt! i bought this shirt on a whim despite having a closet full of denim shirts... and i'm glad i did! the fabric is the same cloth"
894,"Disappointment city with this one and i am so lucky i had a coupon because if i would have paid the full $128 they are asking, i would be a tad skewed. not just thin material but thin and cheap feeling. doesn't itch but i seriously expected a lot more from retailer. i have noted the name of the designer and have promised myself to never buy this label again. big loser."
895,"I first bought the red & green at the store. when they went on sale bought the blue & ivory. love, love ,love these shirts! they go great with a skirt or jeans. so happy i got them. the fabric is stretchy, but still fits very nicely. what a great buy, hope to see more of this style again."
896,"These jeans are well-made, the cut is decently flattering, but on more muscular thighs, it would look nicer if the cuff was a bit higher. the petite on me was just below the ankle, so it just looks like i folded my jeans because they were too long. if you are taller or have longer legs (mine are short on my short height), then i think these would be great. i dind't find them particularly small, but htey were snug (muscular thighs). overall, ok but returning them. (25 p ordered, 115 lbs, 26.5 in"
897,"Iordered hte petite after trying the rregualr size in the store, and i will have to wear heels with the pants... or get them hemmed... the color choices are all great, i wanted navy, but i have a pair of grey ones that look similar, so i deciced on the netural if my size is stil lavaialble in yellow at sale time, i will be grabbing those as well.

i went with 25, my typical size lately (115 lbs)"
898,"I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them,. i exchanged for the next size up, because the style is great for year -round and the quality excellent. i live 2 hours from a store, i would either order up at least one size or try them on in store."
899,"I love love love the fit in the corduroy, so thought about grabbing these jeans as well. they fit much pretty well, just the color wasn't quite right. i'm really picky about the blueness of my jeans, and these don't quite match the coloring in the photo. still debating whether to keep them. love the cuff styling and straight leg fit!"
900,"I love this shirt, it's easy to belt. i just wish it was tighter."
901,"Finding pants off the rack that fit me is always a challenge - i'm petite (5' 1'), a bit curvy and short-waisted, so many of today's low-rise styles just do not work for me. however, these pants are a better cut and come pretty close to a perfect fit - comfortable and flattering, too. i've actually had pretty good luck with pilcro pants. i always have some gapping in the waist, but it's not much of an issue with these. more than likely whatever top i wear will hide that part. i was advised by th"
902,"I absolutely love these pants! i have been searching for a pair of linen pants for quite a few years but have never really found a pair that looked good on me until now. i have usually found linen pants to lack shape and end up making me look frumpy but i really love the fabric. well, these pants actually have some structure to them and are still super comfy and soft. i bought the neutral color which is acutually a very fine tan and white pinstripe which makes the pants a bit more classy. i love"
903,"These are the most comfortable, happening pants i have ever owned! they are extremely flattering and slimming at the waist. i am a size 4 and bought the 4, and they fit perfectly. they are a bit long, but after washing and drying on low, mine shrunk enough that i can wear them with flats or flip flops, and not just heels. my 2 teenage daughters have complimented me on them saying how ""modern"" they look. i bought them in navy and just ordered the grey yesterday. i might go into my local store and"
904,"I love these jeans, well,i have not worn them out yet so not sure if they will stretch, but just in terms of fit and cut, i really like them. i normally wear ch or ag in 25 or 26. i got these in 25 and they fit perfectly. i love the stretch, great color, not too thin, very comfie. i was worried about too much flare, but not a problem. they are very long, but i am only 5""2 and i will be hemming them about 8 inches ."
905,"I'm an avid retailer shopper.
i bought this dress for my niece, her style tends to run 
bohemian/gothic.
the style, fabric and overall design/quality of this dress, is something i felt she would like (even though the color is not black).
she loves it - perfect fit. she accessorized it with her usual biker/moto jacket,boots, etc.
but it looks awesome on her!"
906,"This dress is absolutely beautiful. i was hesitant to purchase it due to the price, but i just couldn't resist. it's so flowy and comfortable. it's quite long on me; i'm 5'5 and have to wear heels so that it doesn't drag, but could easily be fixed with alerations. i wore this to a wedding and received so many compliments."
907,"Short and wide. the color and print are so pretty, but the shape isn't flattering, at least not to me. might work better on a teen?"
908,"Kicky looking pants, that i got at a bargain basement steal. i'd be kicking myself if i didn't buy them. can't wait to wear them once it warms up. they'll look great with a lightweight, boxy sweater and flats. i tried on the 4 and the 2 and the 2 is perfect. the fabric has a nice, fluid feel to it. i always swore to my husband i'd never wear plaids, but i guess i lied."
909,"I'm keeping this blouse anyway. i purchased the olive and it's such a great color. i live in a warm climate and really don't need long sleeves, but since the color is so great and pairs well with a lot, i will keep it."
910,"I absolutely love these pants. i got the yellow and it is a beautiful, soft color. the fabric is soft and flowing. i am 5'1"", 102 lb and the 0 petite fit perfectly. some stated they are too long even in petite but i disagree. the patch pockets are darling. don't hesitate to try these pants out!"
911,"I was excited to try something by this designer and decided to order size large. unfortunately, this top just looked very odd. cute from the front but it wings out in the back where the sleeves meet the arms. the fabric makes an odd poof in that area. i do have a large bust and it didn't pull anywhere in the front. i expected it to be soft and drapey but the cotton feels very coarse and doesn't drape well. it covered my behind in back. unfortunately it made me look wide from the side view. i hav"
912,"I am powerless to resist hot air balloons and had to get these the moment they popped up! the pjs are charming and comfortable. the material feels very satiny. it's hard to tell, but there are small white dots in the midst of the champagne colored background. true to size."
913,"These pants are exactly what i expected. true to size and color were perfect! they feel so good to wear and love the detail in the sewing. perfect office attire or night out for dinner. just add a fancier blouse. ta da :)
would highly recommend them."
914,"I will be living in these this summer! i couldn't find them in my local store, so i was pleasantly surprised when i received my grey pair from my online order. the fabric feels so comfortable with just the right amount of stretch and the cut is very complimentary to those of us with athletic thighs. i was so pleased that i bought a black pair and discovered they look adorable with my tall boots and a black boxy sweater. they've already become my ""go to"" pants. everyone should have a fun pair of"
915,"1. i'm 5'5"" tall, 143 lbs, and 38-32-40 and my normal size 10s fit me perfectly."
916,"Gorgeous dress. perfect for something special. paired with black heels. runs a touch large. i normally wear a small (5'6 and 140 pounds) but i'm expecting so i sized up to a medium and it's very roomy. the sleeves do cap out a little too much but it's just so pretty i don't care! def a keeper."
917,"The perfect jeans for daytime and bending down with the kids or dressing up later for night. i love that the cuff isn't sewn, so you can choose to roll them down too. with just the right amount of stretch, they are extremely flattering. they are definitely my new favorite pair this season!"
918,"These pants are so great. i am 5'10 and the talls are actually a hair too long. but no complaints! just wish they made every color available in tall. i had been waiting for new colors to get a second pair and was disappointed they are only offered in regular length. but overall these pants are super comfortable and great for work. as far as sizing goes, i wear a 29 in the pilcro cord leggings and wear a 12 in these."
919,"I love these pants and have two colors from last season. they are well-made and versatile. however, given the amount they stretch and the summer season for sandals, 30.5 is a tad long for petite. i'll have them hemmed an inch to keep them from dragging on the floor. also, i wish the coral and green came in petite."
920,"Love all pilcro, this is no exception. very flattering. slim fit but not skin tight. comfy!"
921,"I am so glad i waited for this to go on sale! this shirt is incredibly soft, with great detail on the fading. i ordered a medium (5'10"", 160 lbs) and it fits perfectly."
922,"Nice length in tall.  order up one size: cut slim in body.  fabric lightweight bordering on flimsy."
923,"The retailer store had mostly white left of these pilcro linen pants so i tried them on. the main reason i did not leave the store with them is because i could see the washing tag inside the pants as clear as day. the white pants were just too see-through and i was really looking for some casual items to wear to the office. if it was at least lined, these pants would have come home with me. otherwise, i think the fit was tts."
924,"I had been looking for a chambray shirt, but am not a fan of the typical button-down style. this shirt is very versatile, but is far more interesting with the lace up neckline. i received multiple compliments the first time i wore it. the material is incredibly soft, but i haven't laundered it yet, so i am not sure how it will holdup."
925,"These pants are flattering and comfortable, plus they are cute, cute, cute. i'm a little too conservative to wear them with a striped top, but with a solid black or ivory/off white top they are perfect. can be work appropriate with a blazer or twin set or ""girlfriends'"" lunch appropriate with a tee or turtleneck. highly recommend"
926,"I never write reviews but this dress is so fantastic i felt compelled to write one. it has unbelievably gorgeous detailing, from delicate beading and sequins on the bodice to the three layers of the skirt: slip, floral pattern, pleats. i literally feel like a princess/ greek muse in this dress. can't recommend it enough. true to size; i'm 5'7"" and 133 lb and got a size 4."
927,"This dress looks lovely on the model, but it looks just awful on me!
i am 5'4"" and curvy. the shoulders are cut w/ a weird shape. instead of a cap sleeve, it is like a pointy cap on the side and stuck out on my shoulders. it looks like i am ready to get beamed into space.
the material is nice and the sequins are pretty, but the cut of the dress is unflattering."
928,"These are great quality and hang very nice. tts. i'm 5'6"" and about 130lbs and the 2 fit and hit just above the ankle."
929,""
930,"I ordered the neutral in a 2p. i had to hem them. i 5' about 110lbs. i wore them to wore. they wore beautifully with some wrinkling to be expected with linen. but they didn't look like i slept in them. i ordered another pair same size right after the first pair came and tried them on to find the fit tighter than the first pair. a bit disappointed. debating if they'll stay or get returned. i see the notes about stretching. overall a nice pant for the money."
931,"It's pretty, floaty, feminine; the photos don't do justice to the prettiness. but the photos also don't show an asymmetrical hem. i understood it runs small so i got two sizes, to be safe, and even my larger size was strangely short-waisted, and i'm short-waisted to start with. maybe i could've lived with that, but both the dresses i received have an uneven hem unlike any i've ever worn or seen before. it's not longer on just the sides; the hem is longer in one spot on the front, and one in the"
932,"I own this shirt in dark green,
navy, and white.
it is perfect. it drapes in such a flattering way, nice weight.
it shows curves in all the right ways but does not fit too snug, emphasizing every flaw.
and finally... the buttons are placed perfectly so that you don't have to choose between extremely conservative or way too provocative (bra showing).
well done!"
933,"I like the feel and color of this blouse. however, i was very disappointed with the sizing. i usually wear medium so i ordered medium for this blouse, it fits way too big. it is a bummer because the ""curve"" is not even visible when i wear it."
934,"I love these jeans and have been wearing them a lot now that the weather is turning a bit cooler in my area. i like that the cuff is not sewn in, so you can wear them with a cuff like pictured, or fully unrolled/down. they are a bit higher-waisted than i prefer - kind of an awkward waist height in my opinion. and they are very stretchy. i was torn between two sizes so i went with the larger. i wasn't sure of how to mark how they fit because they are somewhat fitted/slim in the thigh area, but th"
